年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,5,16,12,48,臺中市,西屯區,0,2,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,13,8,2,8,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.635487,24.188017,2
2021,5,16,12,53,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.701561,24.250748,3
2021,5,16,12,56,臺中市,北區,0,3,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,6,2,9,1,1,C03,7,6,1,10,2,12,,6,6,1,22,9,C03,120.669227,24.159248,2
2021,5,16,12,57,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,2,9,C03,120.660158,24.151456,2
2021,5,16,13,8,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,19,2,9,1,1,C03,7,1,1,9,2,14,,19,19,1,4,8,C03,120.653684,24.161201,2
2021,5,16,13,26,臺中市,后里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,43,3,10,1,1,B03,7,11,1,8,2,15,,43,43,1,11,8,B03,120.719361,24.309397,2
2021,5,16,13,27,臺中市,梧棲區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,,,B03,120.537581,24.24548,3
2021,5,16,13,40,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,9,,B03,120.726614,24.145653,3
2021,5,16,13,42,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,1,,,21,,C03,120.67735,24.16304,3
2021,5,16,13,44,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,17,43,2,9,3,4,C03,7,9,1,10,2,12,,43,43,1,22,8,C03,120.611991,24.187035,2
2021,5,16,13,50,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,11,6,3,10,3,4,B12,7,5,1,8,2,2,,6,6,1,5,8,B12,120.676873,24.16331,2
2021,5,16,14,1,臺中市,西屯區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,18,42,2,9,1,1,C03,7,5,1,10,2,14,,42,42,1,4,8,C03,120.611344,24.185285,2
2021,5,16,14,1,臺中市,梧棲區,0,1,0,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,16,5,2,8,1,1,C03,7,5,1,10,2,11,,5,5,1,21,8,C03,120.547333,24.228633,2
2021,5,16,14,15,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B12,,,1,,11,,,16,16,1,22,,B12,120.646716,24.146681,3
2021,5,16,14,25,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,F01,,,8,,2,,,23,,1,16,,F01,120.707638,24.107751,3
2021,5,16,14,30,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,23,2,9,1,1,C03,7,6,1,10,2,11,,23,23,1,22,8,C03,120.647012,24.150768,2
2021,5,16,14,44,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,44,,1,3,,B12,120.704781,24.087968,3
2021,5,16,14,53,臺中市,南區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,,,C03,120.662123,24.113261,3
2021,5,16,15,0,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,1,,,,120.69532,24.164701,3
2021,5,16,15,5,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,11,,,16,16,1,4,,B03,120.644968,24.140181,3
2021,5,16,15,8,臺中市,梧棲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,40,3,10,1,1,B03,7,15,1,8,2,4,,40,40,1,21,8,B03,120.529686,24.254857,2
2021,5,16,15,9,臺中市,大里區,2,0,0,8,1,5,60,14,9,1,5,4,5,7,4,4,10,4,4,2,26,42,1,9,3,4,H02,7,21,8,20,8,16,,67,21,1,9,8,H02,120.690268,24.074927,1
2021,5,16,15,10,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,1,17,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,20,8,C03,120.548868,24.208936,2
2021,5,16,15,15,臺中市,北區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,7,1,1,C03,7,9,1,10,2,14,,25,25,1,20,8,C03,120.663534,24.163033,2
2021,5,16,15,15,臺中市,沙鹿區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,10,5,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.565909,24.238734,2
2021,5,16,15,18,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,9,,,23,,2,22,,B12,120.655376,24.129719,3
2021,5,16,15,21,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.667103,24.126273,3
2021,5,16,15,36,臺中市,太平區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,29,42,2,9,1,1,C03,7,8,3,18,2,12,11,42,42,1,22,8,C03,120.701709,24.112434,2
2021,5,16,15,46,臺中市,龍井區,0,2,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,7,8,B03,120.527121,24.218674,2
2021,5,16,15,54,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,23,,2,22,,B03,120.720505,24.238661,3
2021,5,16,15,57,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,8,2,8,1,1,C03,7,5,1,10,2,14,,8,8,1,21,8,C03,120.670393,24.237886,2
2021,5,16,16,0,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,22,8,B03,120.641958,24.16089,2
2021,5,16,16,8,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,22,8,B03,120.631637,24.125668,2
2021,5,16,16,10,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,19,,B03,120.64639,24.110483,3
2021,5,16,16,14,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,25,,,,,B03,,,1,,11,,,25,25,1,22,,B03,120.62378,24.15205,3
2021,5,16,16,18,臺中市,東區,0,4,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,12,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.691433,24.147573,2
2021,5,16,16,22,臺中市,潭子區,0,0,0,8,1,5,30,14,18,1,5,4,5,7,4,4,10,5,5,2,16,26,3,10,1,1,B03,7,9,1,8,2,4,,26,26,1,22,8,B03,120.701668,24.201701,3
2021,5,16,16,25,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,21,,B03,120.6606,24.20126,3
2021,5,16,16,27,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,22,,B12,120.614096,24.183938,3
2021,5,16,16,42,臺中市,南屯區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,42,3,10,1,1,A04,7,15,1,1,1,5,1,42,42,1,22,8,A04,120.606516,24.138626,3
2021,5,16,16,51,臺中市,沙鹿區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,19,3,10,1,1,B12,7,1,1,8,2,8,,19,19,1,21,8,B12,120.560403,24.237908,2
2021,5,16,16,54,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.628604,24.149187,3
2021,5,16,16,54,臺中市,清水區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,5,,6,6,1,21,8,B03,120.557926,24.295218,2
2021,5,16,16,56,臺中市,西屯區,,,,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.645223,24.164503,3
2021,5,16,16,57,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,2,,6,6,1,4,8,B03,120.667102,24.136521,2
2021,5,16,16,58,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,23,3,10,1,1,B03,7,5,1,8,2,1,,23,23,1,21,8,B03,120.669446,24.171538,2
2021,5,16,17,8,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,12,,1,22,,C03,120.649972,24.14769,3
2021,5,16,17,9,臺中市,霧峰區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.714465,24.076059,3
2021,5,16,17,10,臺中市,大里區,0,3,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,14,,6,6,1,22,9,C03,120.692483,24.118643,2
2021,5,16,17,20,臺中市,大甲區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,10,2,9,1,1,C03,7,11,1,10,2,11,,10,10,1,21,8,C03,120.630313,24.342218,2
2021,5,16,17,21,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,21,8,C03,120.675704,24.167971,2
2021,5,16,17,27,臺中市,后里區,0,0,0,8,2,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,15,,,,,,C03,,,1,,2,,,6,,1,,,C03,120.712644,24.306684,3
2021,5,16,17,28,臺中市,豐原區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,22,9,C03,120.745208,24.255077,2
2021,5,16,17,30,臺中市,大肚區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,16,6,3,10,1,1,B03,7,5,1,8,2,7,,6,6,1,21,8,B03,120.565101,24.125942,2
2021,5,16,17,35,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.689821,24.108318,3
2021,5,16,17,43,臺中市,北區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,,,,B03,120.684898,24.161802,3
2021,5,16,17,46,臺中市,大雅區,0,2,0,8,1,5,30,5,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,8,1,1,C03,7,5,1,10,2,14,,6,6,1,21,8,C03,120.66553,24.213954,2
2021,5,16,17,46,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,5,,B03,120.702523,24.159265,3
2021,5,16,17,48,臺中市,太平區,0,1,0,8,2,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,22,8,B03,120.716683,24.128085,2
2021,5,16,17,53,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,16,42,2,1,1,1,B03,7,5,1,8,2,8,,42,42,1,22,8,B03,120.642138,24.160819,2
2021,5,16,17,54,臺中市,北區,0,0,0,8,1,5,50,4,2,1,5,4,5,7,4,4,10,5,4,2,14,,,,,,B12,,,1,,2,,,12,,1,22,,B12,120.673912,24.171662,3
2021,5,16,17,54,臺中市,豐原區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,F03,7,9,8,20,2,16,,6,6,1,22,8,F03,120.718673,24.268103,2
2021,5,16,18,6,臺中市,大甲區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,19,2,9,1,1,C03,7,1,1,10,5,11,,19,19,1,21,8,C03,120.653211,24.379883,2
2021,5,16,18,7,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,22,8,C03,120.69,24.174007,2
2021,5,16,18,12,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.658371,24.200291,3
2021,5,16,18,17,臺中市,南區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.679815,24.128915,2
2021,5,16,18,21,臺中市,龍井區,0,1,0,8,2,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,1,C03,7,5,1,10,2,11,,6,6,1,21,8,C03,120.58595,24.184042,2
2021,5,16,18,21,臺中市,神岡區,0,3,0,8,1,5,25,4,1,1,5,4,5,7,2,1,3,4,4,1,15,25,2,9,1,5,F03,7,9,8,20,2,16,,25,25,1,22,8,F03,120.682825,24.246604,2
2021,5,16,18,25,臺中市,北區,0,0,0,,,,,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,42,,,,B03,120.686276,24.163895,3
2021,5,16,18,26,臺中市,東區,0,0,0,8,2,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,14,12,3,10,1,1,B03,7,2,1,8,2,3,,12,12,1,21,8,B03,120.709367,24.144492,3
2021,5,16,18,30,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,,12,,B03,120.617083,24.116148,3
2021,5,16,18,31,臺中市,北屯區,0,1,0,8,1,5,50,5,2,1,5,4,5,7,2,1,10,5,5,2,16,10,3,10,1,1,B03,7,11,6,8,2,5,,10,10,1,21,8,B03,120.733623,24.176809,2
2021,5,16,18,33,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,8,,,,,B02,,,1,,2,,,8,8,1,5,,B02,120.69349,24.094066,3
2021,5,16,18,45,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,15,25,2,9,3,4,C03,7,9,1,10,2,11,,25,25,1,21,8,C03,120.646834,24.174892,2
2021,5,16,18,50,臺中市,東區,0,2,0,8,2,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,7,1,1,C03,7,6,1,10,2,14,,6,6,1,21,8,C03,120.692485,24.14994,2
2021,5,16,18,55,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,25,,1,21,,B03,120.686323,24.201265,3
2021,5,16,19,9,臺中市,清水區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,16,6,2,9,3,4,C03,7,9,1,10,2,11,,14,6,1,21,8,C03,120.572504,24.274836,2
2021,5,16,19,13,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.722113,24.277756,3
2021,5,16,19,15,臺中市,潭子區,0,1,0,8,1,5,30,4,2,1,5,4,5,7,4,4,8,5,5,1,13,23,2,7,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.701826,24.189776,2
2021,5,16,19,17,臺中市,神岡區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,21,8,C03,120.665486,24.257961,2
2021,5,16,19,18,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,16,,2,,,B03,120.712142,24.172573,3
2021,5,16,19,40,臺中市,南屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,7,2,9,1,1,C03,7,8,1,10,2,11,,7,7,1,22,8,C03,120.646596,24.131973,2
2021,5,16,19,41,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.606284,24.188186,3
2021,5,16,19,46,臺中市,西屯區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,7,3,10,1,1,C03,7,8,1,10,2,15,,7,7,1,22,8,C03,120.644284,24.171424,2
2021,5,16,19,59,臺中市,西區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,C03,7,9,1,10,2,12,,6,6,1,10,4,C03,120.657936,24.146703,2
2021,5,16,20,0,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.695678,24.201412,3
2021,5,16,20,11,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,,,B03,120.577819,24.186464,3
2021,5,16,20,13,臺中市,龍井區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,1,2,9,1,1,C03,7,4,1,10,2,11,,1,1,1,9,5,C03,120.544182,24.192683,2
2021,5,16,20,47,臺中市,大雅區,0,2,0,8,4,5,50,3,1,1,5,4,5,7,1,1,5,4,4,1,12,23,2,9,1,1,C03,7,4,1,10,2,12,,23,23,1,22,9,C03,120.639332,24.21862,2
2021,5,16,21,0,臺中市,西區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.658145,24.154412,2
2021,5,16,21,9,臺中市,北區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,5,8,C03,120.695909,24.159795,2
2021,5,16,21,11,臺中市,東區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,5,8,C03,120.701246,24.142421,2
2021,5,16,21,24,臺中市,大甲區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,16,6,3,10,1,1,B03,7,5,1,8,6,1,,6,6,1,4,1,B03,120.621013,24.346648,2
2021,5,16,21,31,臺中市,東勢區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,C03,7,5,1,10,2,14,,6,6,1,22,8,C03,120.827105,24.26016,2
2021,5,16,21,33,臺中市,西屯區,0,1,0,7,3,5,40,14,9,1,5,4,5,7,1,1,5,5,5,2,16,9,3,10,1,1,B03,7,6,2,18,2,1,,9,9,1,22,8,B03,120.635138,24.181841,2
2021,5,16,21,41,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,9,,1,,,B03,120.708425,24.086733,4
2021,5,16,21,48,臺中市,梧棲區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,2,,1,5,,B03,120.548901,24.24551,3
2021,5,16,22,2,臺中市,東區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,16,10,3,10,1,1,C03,7,11,1,10,2,13,,10,10,1,21,8,C03,120.701488,24.140665,2
2021,5,16,22,18,臺中市,西屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,16,2,8,3,4,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.641747,24.16746,2
2021,5,16,22,40,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,1,1,1,2,12,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,22,9,B03,120.637628,24.18557,2
2021,5,16,22,57,臺中市,北區,0,1,0,8,3,5,40,4,1,1,5,2,5,7,1,1,10,5,5,2,18,43,2,9,1,1,C03,7,9,1,10,2,12,,43,43,1,22,9,C03,120.672291,24.170405,2
2021,5,16,23,35,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,16,,1,22,,B11,120.694446,24.158399,3
2021,5,17,0,30,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,26,2,9,1,1,C03,7,5,1,10,2,11,,26,26,1,22,9,C03,120.678048,24.166993,2
2021,5,17,1,18,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,12,,,,,B11,,,1,,1,,,12,12,1,4,,B11,120.645038,24.175388,3
2021,5,17,2,3,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,12,,1,21,,B03,120.693392,24.091935,3
2021,5,17,3,42,臺中市,北區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,17,42,2,9,2,1,F01,7,9,8,20,2,16,,42,42,1,22,9,F01,120.675056,24.159205,2
2021,5,17,5,34,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.690691,24.155133,3
2021,5,17,5,43,臺中市,北區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,12,,2,22,,B03,120.683146,24.158476,3
2021,5,17,5,55,臺中市,大甲區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,3,10,1,1,A02,7,9,1,2,2,5,,6,6,1,10,1,A02,120.625019,24.35244,2
2021,5,17,6,3,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,1,18,43,2,9,1,1,C03,7,15,4,10,2,14,,43,43,1,22,8,C03,120.724664,24.169754,2
2021,5,17,6,12,臺中市,大里區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,21,,B03,120.687782,24.09479,3
2021,5,17,6,50,臺中市,清水區,0,1,0,8,1,5,40,4,2,1,5,4,5,7,1,1,1,4,1,1,12,23,3,10,1,1,C03,7,9,1,10,2,14,,23,23,1,5,5,C03,120.548065,24.277282,2
2021,5,17,6,55,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,9,3,10,1,1,B03,7,6,1,8,2,5,,9,9,1,22,9,B03,120.676963,24.150749,2
2021,5,17,6,58,臺中市,豐原區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,1,5,5,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,5,8,C03,120.726685,24.247723,2
2021,5,17,6,58,臺中市,神岡區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,6,2,9,3,4,C03,7,5,1,10,2,12,,6,6,1,22,9,C03,120.700267,24.263486,2
2021,5,17,7,5,臺中市,大甲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,5,,6,6,1,4,8,B12,120.6189,24.345937,2
2021,5,17,7,17,臺中市,神岡區,0,1,0,8,1,5,50,3,8,1,5,4,5,7,1,1,5,5,4,2,13,23,2,7,1,1,C03,7,9,1,10,2,11,,23,23,1,21,1,C03,120.695538,24.239768,2
2021,5,17,7,23,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,17,3,10,1,1,C03,7,15,1,10,1,12,,17,17,1,21,8,C03,120.667716,24.130877,2
2021,5,17,7,24,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,3,10,1,1,B12,7,9,1,8,2,2,,25,25,1,5,8,B12,120.68303,24.137985,2
2021,5,17,7,26,臺中市,烏日區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,,,B03,120.639195,24.108083,3
2021,5,17,7,29,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,23,3,10,1,1,B03,7,5,1,8,2,8,,23,23,1,21,8,B03,120.715981,24.181483,2
2021,5,17,7,30,臺中市,潭子區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.697765,24.196976,2
2021,5,17,7,30,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.715012,24.260978,3
2021,5,17,7,33,臺中市,北屯區,0,0,0,,,,,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,22,,B03,120.661773,24.19058,3
2021,5,17,7,34,臺中市,東區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,8,1,1,C03,7,5,4,8,2,12,,6,6,1,22,8,C03,120.705449,24.132226,2
2021,5,17,7,38,臺中市,潭子區,0,3,0,8,1,5,30,14,9,1,5,4,5,7,4,4,9,4,5,1,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.698355,24.205478,2
2021,5,17,7,39,臺中市,烏日區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,4,2,16,25,3,10,1,1,B03,7,5,1,8,2,8,,23,25,1,12,8,B03,120.641536,24.115408,2
2021,5,17,7,40,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,17,23,3,10,1,1,A12,7,9,1,3,2,1,,23,23,1,22,9,A12,120.61368,24.23603,2
2021,5,17,7,40,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,43,,1,22,,B03,120.685934,24.175487,3
2021,5,17,7,42,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.676749,24.163273,3
2021,5,17,7,42,臺中市,梧棲區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,5,1,13,42,3,10,1,1,B03,7,6,1,8,2,6,,42,42,1,19,8,B03,120.533603,24.24319,2
2021,5,17,7,50,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,8,,1,4,,B03,120.607861,24.167221,3
