年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,5,5,9,10,臺中市,大甲區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,67,,,,,B12,120.646277,24.404349,3
2021,5,5,9,20,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,17,,1,21,,B03,120.65318,24.149715,3
2021,5,5,9,20,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,12,3,10,1,1,B01,7,2,1,4,2,15,,12,12,1,10,8,B01,120.696757,24.089263,2
2021,5,5,9,20,臺中市,龍井區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,23,3,10,1,1,C03,7,5,1,10,2,14,,23,23,1,21,8,C03,120.59308,24.182912,2
2021,5,5,9,25,臺中市,西區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,44,3,10,1,1,B03,7,9,1,8,2,15,,44,44,1,21,8,B03,120.652664,24.121484,2
2021,5,5,9,36,臺中市,豐原區,0,1,0,6,1,5,50,5,1,1,4,4,5,7,4,4,10,5,5,2,17,42,3,10,3,4,B03,7,5,1,8,2,15,,42,42,1,22,8,B03,120.717649,24.249627,2
2021,5,5,9,40,臺中市,清水區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,10,2,1,,6,6,1,5,1,B03,120.57301,24.26484,2
2021,5,5,9,43,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,5,5,C03,120.660924,24.16062,2
2021,5,5,9,45,臺中市,大雅區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,5,5,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,15,,23,23,1,22,9,C03,120.66797,24.217049,2
2021,5,5,9,51,臺中市,豐原區,0,1,0,6,1,5,50,14,8,1,4,4,5,7,1,1,3,4,4,1,18,42,2,8,3,4,C03,7,9,1,10,2,14,,42,42,1,22,8,C03,120.726704,24.238602,2
2021,5,5,9,53,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.675326,24.123552,3
2021,5,5,9,59,臺中市,烏日區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,9,1,10,2,11,,25,25,1,20,8,C03,120.646688,24.110313,2
2021,5,5,10,0,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,19,1,,,B03,120.694377,24.171921,3
2021,5,5,10,3,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,5,5,C03,120.661877,24.146733,2
2021,5,5,10,4,臺中市,北區,0,2,0,7,1,5,50,14,9,1,5,4,5,7,4,4,4,1,5,2,12,26,2,9,1,1,C03,7,11,1,10,2,14,,26,26,1,20,8,C03,120.678246,24.151257,2
2021,5,5,10,7,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C03,,,1,,2,,,16,16,1,,,C03,120.680071,24.172732,3
2021,5,5,10,13,臺中市,西屯區,0,2,0,6,1,5,50,3,2,1,4,4,5,7,2,1,1,4,5,2,17,42,2,9,3,4,C03,7,9,1,10,2,12,,42,42,1,21,8,C03,120.646887,24.156997,2
2021,5,5,10,19,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.635832,24.235059,3
2021,5,5,10,20,臺中市,東區,0,1,0,8,1,5,40,5,1,1,5,4,5,7,4,4,10,5,5,2,18,23,2,8,1,1,C03,7,9,1,10,2,12,,23,23,1,5,8,C03,120.693557,24.147933,2
2021,5,5,10,27,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,1,4,5,2,16,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.626529,24.177642,2
2021,5,5,10,35,臺中市,神岡區,0,0,0,8,,,60,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,22,,B03,120.698408,24.234756,3
2021,5,5,10,39,臺中市,霧峰區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,22,,B03,120.695298,24.052654,3
2021,5,5,10,40,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.538602,24.248932,2
2021,5,5,10,41,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,10,3,10,1,1,B03,7,11,1,8,2,5,,10,10,1,21,8,B03,120.678985,24.142784,2
2021,5,5,10,44,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,,,,7,,11,,,17,17,,,,,120.704925,24.20029,3
2021,5,5,10,53,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,42,,1,22,,B12,120.66456,24.260077,3
2021,5,5,10,58,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B01,,,1,,1,,,12,,1,5,,B01,120.683128,24.202875,3
2021,5,5,10,59,臺中市,神岡區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,7,5,4,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.709746,24.258933,2
2021,5,5,11,11,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,18,42,2,9,1,1,C03,7,5,1,10,2,14,,42,42,1,22,8,C03,120.614755,24.179636,2
2021,5,5,11,11,臺中市,烏日區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,21,,B12,120.638193,24.10782,3
2021,5,5,11,15,臺中市,清水區,0,1,0,7,1,5,50,4,2,1,5,4,5,7,1,1,1,4,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.5724,24.274565,2
2021,5,5,11,23,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,5,2,16,23,3,10,1,1,B03,7,5,1,8,2,8,,23,23,1,22,8,B03,120.701768,24.173411,2
2021,5,5,11,33,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,8,3,5,1,17,23,3,10,1,1,B03,7,11,1,8,2,4,,23,23,1,22,8,B03,120.647476,24.183593,2
2021,5,5,11,40,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,11,,,17,,1,21,,B02,120.657329,24.153761,3
2021,5,5,11,45,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,4,,B12,120.6832,24.170143,3
2021,5,5,11,55,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,26,2,9,1,1,C04,7,11,1,11,2,12,,26,26,1,21,8,C04,120.675513,24.140568,2
2021,5,5,12,3,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.711187,24.146947,3
2021,5,5,12,10,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,3,52,2,9,4,5,H01,8,16,8,20,10,16,,52,52,1,21,8,H01,120.710965,24.172032,2
2021,5,5,12,11,臺中市,大甲區,0,1,0,6,1,5,50,4,2,1,4,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,F03,7,6,8,20,2,16,,6,6,1,19,8,F03,120.62132,24.34721,2
2021,5,5,12,14,臺中市,沙鹿區,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,17,6,3,10,1,1,B03,7,5,1,8,2,15,,6,6,1,9,8,B03,120.558911,24.23078,2
2021,5,5,12,21,臺中市,石岡區,0,0,0,6,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,26,1,5,,B03,120.774842,24.276132,3
2021,5,5,12,24,臺中市,太平區,0,3,0,7,1,5,50,4,2,1,5,4,5,7,4,4,5,4,5,2,16,10,2,8,1,1,C03,7,11,1,10,2,14,,10,10,1,22,8,C03,120.732417,24.141251,2
2021,5,5,12,27,臺中市,大甲區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,6,,1,4,,B03,120.646271,24.407008,3
2021,5,5,12,33,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,22,8,B03,120.666128,24.17528,2
2021,5,5,12,48,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,17,,1,22,,C03,120.711795,24.123409,3
2021,5,5,13,0,臺中市,中區,0,3,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,5,5,C03,120.679567,24.147822,2
2021,5,5,13,1,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,,,B03,120.595576,24.163735,3
2021,5,5,13,8,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,9,,,67,,1,,,,120.683688,24.166994,3
2021,5,5,13,15,臺中市,西區,0,0,0,,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,7,1,21,,B03,120.658402,24.157723,3
2021,5,5,13,19,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,7,3,10,1,1,B03,7,8,1,8,2,3,,7,7,1,5,8,B03,120.686393,24.193558,2
2021,5,5,13,26,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,17,,,,,B03,,,1,,1,,,23,17,1,,,B03,120.64237,24.169413,3
2021,5,5,13,27,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,5,,B03,120.659981,24.141064,3
2021,5,5,13,29,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,11,,,17,,1,22,,B12,120.662505,24.165422,3
2021,5,5,13,42,臺中市,北區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,8,3,4,2,12,23,2,9,1,1,C03,7,9,6,18,2,14,,23,23,1,5,8,C03,120.694537,24.158016,2
2021,5,5,13,49,臺中市,豐原區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,22,,B03,120.73121,24.277496,3
2021,5,5,13,51,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.664284,24.154508,2
2021,5,5,13,51,臺中市,豐原區,0,1,0,8,1,5,60,5,9,1,5,4,5,7,2,1,3,5,5,2,17,6,3,10,3,4,B03,7,6,1,8,2,2,,6,6,1,22,8,B03,120.726805,24.238553,2
2021,5,5,14,1,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.685906,24.158692,3
2021,5,5,14,2,臺中市,北屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,5,2,5,2,15,25,2,9,1,1,C03,7,9,3,18,2,11,,25,25,1,22,8,C03,120.705812,24.170292,2
2021,5,5,14,5,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,44,,,,,B12,,,1,,2,,,26,17,,22,,B12,120.702037,24.200944,3
2021,5,5,14,8,臺中市,大肚區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,8,1,1,C03,7,9,3,18,2,11,,6,6,1,5,8,C03,120.545216,24.149011,2
2021,5,5,14,10,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,1,17,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,21,8,B03,120.656641,24.220897,2
2021,5,5,14,10,臺中市,南區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,5,8,B03,120.650081,24.120607,2
2021,5,5,14,16,臺中市,豐原區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,13,23,3,10,3,4,B03,7,9,1,8,2,1,,23,23,1,9,8,B03,120.700212,24.249332,2
2021,5,5,14,18,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,1,5,5,2,12,17,2,9,1,1,C03,7,9,1,10,2,14,,17,17,1,21,8,C03,120.649858,24.162721,2
2021,5,5,14,29,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,21,,B03,120.649209,24.117682,3
2021,5,5,14,31,臺中市,北屯區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,4,8,C03,120.685585,24.195543,2
2021,5,5,14,36,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,12,17,3,10,1,1,B03,7,15,1,8,2,2,,17,17,1,5,8,B03,120.68616,24.146227,2
2021,5,5,14,36,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,3,,2,,,23,,1,22,,B02,120.66027,24.192382,3
2021,5,5,14,37,臺中市,北屯區,0,2,0,8,1,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,13,17,3,10,1,1,C03,7,9,4,8,9,12,,17,17,2,21,8,C03,120.697656,24.170365,2
2021,5,5,14,49,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,9,1,8,2,1,,25,25,1,5,8,B03,120.66733,24.140598,2
2021,5,5,14,49,臺中市,清水區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,3,4,B03,7,9,1,8,2,4,,14,6,1,21,8,B03,120.569339,24.260064,2
2021,5,5,14,55,臺中市,北區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,26,3,10,1,1,B03,7,9,1,8,2,2,,26,26,1,20,8,B03,120.682273,24.145254,2
2021,5,5,14,59,臺中市,中區,0,0,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,,,,,B03,,,1,,2,,,6,6,1,21,,B03,120.679136,24.14006,3
2021,5,5,15,0,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,18,8,C03,120.689307,24.137427,2
2021,5,5,15,3,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,21,,B12,120.725545,24.159648,3
2021,5,5,15,8,臺中市,西屯區,0,1,0,8,1,5,30,3,9,1,5,4,5,7,4,4,10,5,5,2,13,23,2,8,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.646683,24.177531,2
2021,5,5,15,19,臺中市,南屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,4,C03,7,6,1,10,2,13,,6,6,1,18,8,C03,120.597658,24.155253,2
2021,5,5,15,25,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,22,,B12,120.710643,24.1496,3
2021,5,5,15,25,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,9,,B03,120.552707,24.246831,3
2021,5,5,15,26,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,5,,6,6,1,22,8,B03,120.670448,24.166397,2
2021,5,5,15,28,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,21,,C03,120.693477,24.133106,3
2021,5,5,15,47,臺中市,大里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,29,67,,,,,,,,,,,,,67,67,1,,,,120.693778,24.089333,2
2021,5,5,15,47,臺中市,東勢區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,26,,1,9,,B03,120.832461,24.246523,3
2021,5,5,15,53,臺中市,東勢區,0,0,1,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,17,40,3,10,1,1,B03,7,13,1,8,2,4,,40,40,1,22,8,B03,120.826955,24.253265,2
2021,5,5,16,2,臺中市,西屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,9,4,5,2,16,23,3,10,1,1,B12,7,5,1,8,1,4,,23,23,1,22,8,B12,120.659951,24.165061,2
2021,5,5,16,4,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,4,4,5,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,5,8,C03,120.666761,24.160434,2
2021,5,5,16,21,臺中市,西屯區,0,0,0,,,,40,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,19,,1,22,,A12,120.615028,24.183183,3
2021,5,5,16,25,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,23,1,22,,B12,120.717352,24.253216,3
2021,5,5,16,27,臺中市,大里區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,5,5,1,1,23,3,10,3,1,B03,7,9,1,5,2,1,,23,23,1,20,9,B03,120.702406,24.087064,2
2021,5,5,16,30,臺中市,神岡區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,4,4,4,2,17,11,2,8,3,4,C03,7,11,6,10,2,14,,11,11,1,22,9,C03,120.676388,24.250815,2
2021,5,5,16,33,臺中市,沙鹿區,0,2,0,8,1,5,50,4,1,1,5,4,5,2,3,1,10,5,5,2,16,6,2,9,1,1,C03,7,9,1,10,2,14,,6,6,1,22,9,C03,120.574689,24.215172,2
2021,5,5,16,35,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,21,,C03,120.670049,24.126476,3
2021,5,5,16,41,臺中市,石岡區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,9,,B12,120.832401,24.24646,3
2021,5,5,16,42,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.720361,24.278711,3
2021,5,5,16,50,臺中市,梧棲區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,B03,7,9,1,8,2,1,,6,6,1,9,5,B03,120.526284,24.235597,2
2021,5,5,16,57,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,21,,C03,120.716542,24.126392,3
2021,5,5,17,0,臺中市,霧峰區,0,2,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,11,6,2,9,1,1,C03,7,6,1,10,2,14,,6,6,1,18,8,C03,120.685965,24.048519,2
2021,5,5,17,6,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,12,,1,22,,B12,120.685117,24.160716,3
2021,5,5,17,8,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.713812,24.24281,3
2021,5,5,17,13,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,5,,B03,120.6819,24.162895,3
2021,5,5,17,15,臺中市,潭子區,0,1,0,8,1,5,50,4,1,1,5,4,4,7,1,1,5,5,5,1,17,26,3,10,1,1,C03,7,9,1,10,2,12,,26,26,1,22,9,C03,120.72294,24.204038,2
2021,5,5,17,15,臺中市,北區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,23,,1,22,,B03,120.677326,24.163499,3
2021,5,5,17,15,臺中市,清水區,0,2,0,8,1,5,50,15,7,1,5,4,5,7,4,4,10,5,4,2,17,27,3,10,3,4,B03,7,11,1,8,2,4,,27,27,1,21,8,B03,120.555602,24.262089,2
2021,5,5,17,15,臺中市,豐原區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,23,2,9,1,5,F03,7,9,8,20,2,16,,23,23,1,9,8,F03,120.725501,24.241641,2
2021,5,5,17,17,臺中市,北屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,3,4,4,2,16,25,3,10,1,1,B03,7,11,6,18,2,5,,25,25,1,21,8,B03,120.66135,24.190423,2
2021,5,5,17,19,臺中市,東勢區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,B12,,,1,,2,,,43,43,1,5,,B12,120.817947,24.276574,3
2021,5,5,17,27,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,5,,B03,120.673495,24.173907,3
2021,5,5,17,29,臺中市,西屯區,0,1,0,8,2,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,10,3,10,1,1,B12,7,11,1,8,2,4,,10,10,1,21,8,B12,120.652466,24.175973,2
2021,5,5,17,30,臺中市,大甲區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,13,16,2,3,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.623736,24.363528,2
2021,5,5,17,32,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,1,2,8,1,1,C03,7,6,1,10,2,12,,44,6,1,21,8,C03,120.666047,24.140369,2
2021,5,5,17,38,臺中市,西區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,12,16,16,1,22,9,C03,120.653527,24.155204,2
2021,5,5,17,39,臺中市,西屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,4,4,2,16,43,2,9,3,4,C03,7,9,1,10,2,12,,43,43,1,22,8,C03,120.637473,24.173105,2
2021,5,5,17,40,臺中市,北屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,5,4,2,16,26,2,9,1,1,C03,7,5,1,10,2,14,,26,26,1,21,8,C03,120.704638,24.170435,2
2021,5,5,17,42,臺中市,南屯區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,2,9,1,4,C03,7,5,1,10,2,12,,6,6,1,22,8,C03,120.60728,24.138472,2
2021,5,5,17,43,臺中市,大雅區,0,3,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,F01,7,5,8,20,2,16,,6,6,1,21,8,F01,120.665247,24.211863,2
2021,5,5,17,47,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,1,17,6,3,10,1,1,B03,7,6,1,8,2,2,,6,6,1,21,8,B03,120.657407,24.246063,2
2021,5,5,17,48,臺中市,梧棲區,0,0,0,8,,,40,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,9,,B03,120.516614,24.226082,3
2021,5,5,17,49,臺中市,西屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,2,17,43,3,10,3,4,A21,7,5,1,5,2,4,,43,43,1,22,8,A21,120.590416,24.17778,2
2021,5,5,17,56,臺中市,大里區,0,2,0,8,2,5,50,14,9,1,5,4,5,7,1,1,5,4,4,1,17,23,2,8,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.694301,24.100083,2
2021,5,5,18,1,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,17,,1,22,,C03,120.663785,24.173256,3
2021,5,5,18,2,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,5,5,4,2,13,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.672296,24.170106,2
2021,5,5,18,2,臺中市,梧棲區,0,1,0,8,2,5,50,4,1,1,5,4,5,5,1,1,10,5,5,2,15,25,2,2,1,1,F02,7,9,8,20,2,16,,25,25,1,9,7,F02,120.527556,24.244456,2
2021,5,5,18,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.586766,24.173813,3
2021,5,5,18,17,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,,,B12,120.696905,24.059363,3
2021,5,5,18,20,臺中市,北區,0,2,0,8,3,5,50,4,8,1,5,4,5,7,4,4,5,4,4,2,16,6,2,9,1,1,C03,7,5,1,10,2,11,,6,6,1,22,8,C03,120.665667,24.15993,2
2021,5,5,18,25,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,1,2,9,1,1,C03,7,6,1,10,2,12,,44,1,1,3,1,C03,120.701445,24.125481,2
2021,5,5,18,32,臺中市,大安區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,67,,1,2,,B03,120.594536,24.363356,3
2021,5,5,18,35,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,,,B03,120.625413,24.107213,3
2021,5,5,18,38,臺中市,西屯區,0,0,0,8,1,5,30,3,1,1,5,4,5,7,4,4,9,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,1,8,,6,6,1,22,8,B03,120.620888,24.187881,3
2021,5,5,18,39,臺中市,南屯區,0,2,0,7,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,8,1,4,C03,7,5,1,10,2,12,,6,6,1,18,8,C03,120.610228,24.138503,2
2021,5,5,18,40,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.679398,24.118604,3
2021,5,5,18,46,臺中市,大里區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,22,,1,21,,B03,120.690019,24.069908,3
2021,5,5,18,48,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,1,5,,B03,120.670999,24.164774,3
